timestamp_ns,sequence_number,symbol_id,event_type,side,price_ticks,quantity,order_id,trade_id,flags
1780546354996871500,81,1,Snapshot,Sell,6458928000000,8000,74,0,0
1780546354996871500,82,1,Snapshot,Sell,6458968000000,27000,75,0,0
1780546354996871500,83,1,Snapshot,Sell,6458969000000,12306000,76,0,0
1780546354996871500,84,1,Snapshot,Sell,6459000000000,1000000,77,0,0
1780546354996871500,85,1,Snapshot,Sell,6459019000000,23000,78,0,0
1780546354996871500,86,1,Snapshot,Sell,6459200000000,1000000,79,0,0
1780546354996871500,87,1,Snapshot,Sell,6459253000000,18000,80,0,0
1780546354996871500,88,1,Snapshot,None,0,0,0,0,2
1780546355832318500,89,1,Snapshot,None,0,0,0,0,1
1780546355832318500,90,1,Snapshot,Buy,6458696000000,108036000,81,0,0
1780546355832318500,91,1,Snapshot,Buy,6458695000000,111489000,82,0,0
1780546355832318500,92,1,Snapshot,Buy,6458694000000,16000,83,0,0
1780546355832318500,93,1,Snapshot,Buy,6458686000000,9000,84,0,0
1780546355832318500,94,1,Snapshot,Buy,6458600000000,1497000,85,0,0
1780546355832318500,95,1,Snapshot,Buy,6458592000000,161000,86,0,0
1780546355832318500,96,1,Snapshot,Buy,6458538000000,8000,87,0,0
1780546355832318500,97,1,Snapshot,Buy,6458418000000,32000,88,0,0
1780546355832318500,98,1,Snapshot,Buy,6458415000000,70000,89,0,0
1780546355832318500,99,1,Snapshot,Buy,6458412000000,9000,90,0,0
1780546355832318500,100,1,Snapshot,Sell,6458697000000,234054000,91,0,0
1780546355832318500,101,1,Snapshot,Sell,6458698000000,25000,92,0,0
1780546355832318500,102,1,Snapshot,Sell,6458699000000,16000,93,0,0
1780546355832318500,103,1,Snapshot,Sell,6458723000000,18000,94,0,0
1780546355832318500,104,1,Snapshot,Sell,6458724000000,1672000,95,0,0
1780546355832318500,105,1,Snapshot,Sell,6458803000000,212000,96,0,0
1780546355832318500,106,1,Snapshot,Sell,6458804000000,6463000,97,0,0
1780546355832318500,107,1,Snapshot,Sell,6458845000000,18000,98,0,0
1780546355832318500,108,1,Snapshot,Sell,6458846000000,2347000,99,0,0
1780546355832318500,109,1,Snapshot,Sell,6458852000000,18000,100,0,0
1780546355832318500,110,1,Snapshot,None,0,0,0,0,2
1780546356662716600,111,1,Snapshot,None,0,0,0,0,1
1780546356662716600,112,1,Snapshot,Buy,6458696000000,90897000,101,0,0
1780546356662716600,113,1,Snapshot,Buy,6458695000000,111489000,102,0,0
1780546356662716600,114,1,Snapshot,Buy,6458694000000,16000,103,0,0
1780546356662716600,115,1,Snapshot,Buy,6458601000000,9000,104,0,0
1780546356662716600,116,1,Snapshot,Buy,6458600000000,1497000,105,0,0
1780546356662716600,117,1,Snapshot,Buy,6458592000000,161000,106,0,0
1780546356662716600,118,1,Snapshot,Buy,6458538000000,8000,107,0,0
1780546356662716600,119,1,Snapshot,Buy,6458418000000,32000,108,0,0
1780546356662716600,120,1,Snapshot,Buy,6458415000000,211000,109,0,0
1780546356662716600,121,1,Snapshot,Buy,6458408000000,94000,110,0,0
1780546356662716600,122,1,Snapshot,Sell,6458697000000,233561000,111,0,0
1780546356662716600,123,1,Snapshot,Sell,6458698000000,33000,112,0,0
1780546356662716600,124,1,Snapshot,Sell,6458699000000,16000,113,0,0
1780546356662716600,125,1,Snapshot,Sell,6458723000000,18000,114,0,0
1780546356662716600,126,1,Snapshot,Sell,6458724000000,1672000,115,0,0
1780546356662716600,127,1,Snapshot,Sell,6458803000000,212000,116,0,0
1780546356662716600,128,1,Snapshot,Sell,6458804000000,6463000,117,0,0
1780546356662716600,129,1,Snapshot,Sell,6458845000000,18000,118,0,0
1780546356662716600,130,1,Snapshot,Sell,6458846000000,2347000,119,0,0
1780546356662716600,131,1,Snapshot,Sell,6458852000000,18000,120,0,0
1780546356662716600,132,1,Snapshot,None,0,0,0,0,2
1780546357492264900,133,1,Snapshot,None,0,0,0,0,1
1780546357492264900,134,1,Snapshot,Buy,6458696000000,107815000,121,0,0
1780546357492264900,135,1,Snapshot,Buy,6458695000000,111505000,122,0,0
1780546357492264900,136,1,Snapshot,Buy,6458694000000,16000,123,0,0
1780546357492264900,137,1,Snapshot,Buy,6458600000000,1497000,124,0,0
1780546357492264900,138,1,Snapshot,Buy,6458592000000,161000,125,0,0
1780546357492264900,139,1,Snapshot,Buy,6458538000000,8000,126,0,0
1780546357492264900,140,1,Snapshot,Buy,6458482000000,18000,127,0,0
1780546357492264900,141,1,Snapshot,Buy,6458481000000,6287000,128,0,0
1780546357492264900,142,1,Snapshot,Buy,6458480000000,9191000,129,0,0
1780546357492264900,143,1,Snapshot,Buy,6458418000000,174000,130,0,0
1780546357492264900,144,1,Snapshot,Sell,6458697000000,165336000,131,0,0
1780546357492264900,145,1,Snapshot,Sell,6458698000000,33000,132,0,0
1780546357492264900,146,1,Snapshot,Sell,6458699000000,16000,133,0,0
1780546357492264900,147,1,Snapshot,Sell,6458723000000,18000,134,0,0
1780546357492264900,148,1,Snapshot,Sell,6458724000000,1672000,135,0,0
1780546357492264900,149,1,Snapshot,Sell,6458803000000,212000,136,0,0
1780546357492264900,150,1,Snapshot,Sell,6458804000000,6463000,137,0,0
1780546357492264900,151,1,Snapshot,Sell,6458845000000,18000,138,0,0
1780546357492264900,152,1,Snapshot,Sell,6458846000000,2347000,139,0,0
1780546357492264900,153,1,Snapshot,Sell,6458852000000,18000,140,0,0
1780546357492264900,154,1,Snapshot,None,0,0,0,0,2
1780546358417097000,155,1,Snapshot,None,0,0,0,0,1
1780546358417097000,156,1,Snapshot,Buy,6458696000000,107573000,141,0,0
1780546358417097000,157,1,Snapshot,Buy,6458695000000,114609000,142,0,0
1780546358417097000,158,1,Snapshot,Buy,6458694000000,16000,143,0,0
1780546358417097000,159,1,Snapshot,Buy,6458600000000,1497000,144,0,0
1780546358417097000,160,1,Snapshot,Buy,6458592000000,161000,145,0,0
1780546358417097000,161,1,Snapshot,Buy,6458538000000,8000,146,0,0
1780546358417097000,162,1,Snapshot,Buy,6458481000000,9000,147,0,0
1780546358417097000,163,1,Snapshot,Buy,6458418000000,32000,148,0,0
1780546358417097000,164,1,Snapshot,Buy,6458415000000,225000,149,0,0
1780546358417097000,165,1,Snapshot,Buy,6458408000000,94000,150,0,0
1780546358417097000,166,1,Snapshot,Sell,6458697000000,194483000,151,0,0
1780546358417097000,167,1,Snapshot,Sell,6458698000000,81000,152,0,0
1780546358417097000,168,1,Snapshot,Sell,6458699000000,16000,153,0,0
1780546358417097000,169,1,Snapshot,Sell,6458723000000,18000,154,0,0
1780546358417097000,170,1,Snapshot,Sell,6458724000000,1672000,155,0,0
1780546358417097000,171,1,Snapshot,Sell,6458801000000,18000,156,0,0
1780546358417097000,172,1,Snapshot,Sell,6458802000000,11998000,157,0,0
1780546358417097000,173,1,Snapshot,Sell,6458803000000,194000,158,0,0
1780546358417097000,174,1,Snapshot,Sell,6458845000000,18000,159,0,0
1780546358417097000,175,1,Snapshot,Sell,6458846000000,2347000,160,0,0
1780546358417097000,176,1,Snapshot,None,0,0,0,0,2
1780546359343295100,177,1,Snapshot,None,0,0,0,0,1
1780546359343295100,178,1,Snapshot,Buy,6458696000000,118944000,161,0,0
1780546359343295100,179,1,Snapshot,Buy,6458695000000,114625000,162,0,0
1780546359343295100,180,1,Snapshot,Buy,6458694000000,16000,163,0,0
1780546359343295100,181,1,Snapshot,Buy,6458600000000,1497000,164,0,0
1780546359343295100,182,1,Snapshot,Buy,6458592000000,161000,165,0,0
1780546359343295100,183,1,Snapshot,Buy,6458538000000,8000,166,0,0
1780546359343295100,184,1,Snapshot,Buy,6458418000000,32000,167,0,0
1780546359343295100,185,1,Snapshot,Buy,6458415000000,70000,168,0,0
1780546359343295100,186,1,Snapshot,Buy,6458408000000,245000,169,0,0
1780546359343295100,187,1,Snapshot,Buy,6458401000000,3524000,170,0,0
1780546359343295100,188,1,Snapshot,Sell,6458697000000,153436000,171,0,0
1780546359343295100,189,1,Snapshot,Sell,6458698000000,81000,172,0,0
1780546359343295100,190,1,Snapshot,Sell,6458699000000,16000,173,0,0
1780546359343295100,191,1,Snapshot,Sell,6458723000000,18000,174,0,0
1780546359343295100,192,1,Snapshot,Sell,6458724000000,1672000,175,0,0
1780546359343295100,193,1,Snapshot,Sell,6458801000000,27000,176,0,0
1780546359343295100,194,1,Snapshot,Sell,6458802000000,6511000,177,0,0
1780546359343295100,195,1,Snapshot,Sell,6458803000000,185000,178,0,0
1780546359343295100,196,1,Snapshot,Sell,6458845000000,18000,179,0,0
1780546359343295100,197,1,Snapshot,Sell,6458846000000,2347000,180,0,0
1780546359343295100,198,1,Snapshot,None,0,0,0,0,2
